dog_SubStatusCode,Health,EnergyLevel,RespondsToCommandKennel,GoodWStrangers,StaysOnCommand,BehavesWellClass,NailCutting,Breed,Sex,GoodAppetite,FoodType,ExerciseType
0,5,5,4,5,4,3,4,Labrador Retriever,M,Yes,Iams,"long line walks, fetch, swimming"
0,5,5,4,5,4,3,4,Labrador Retriever,M,Yes,Iams,"long line walks, fetch, swimming"
0,5,5,5,5,2,5,4,Labrador Retriever,M,Yes,Iams puppy," walk, fetch, play"
0,5,5,5,5,2,5,4,Labrador Retriever,M,Yes,Iams puppy," walk, fetch, play"
0,5,5,5,5,2,5,4,Labrador Retriever,M,Yes,Iams puppy," walk, fetch, play"
0,5,5,4,5,4,3,5,Labrador Retriever,M,Yes,Iams,"walks, fetch, water play"
0,5,5,4,5,4,3,5,Labrador Retriever,M,Yes,Iams,"walks, fetch, water play"
0,5,5,4,5,4,3,5,Labrador Retriever,M,Yes,Iams,"walks, fetch, water play"
0,3,5,4,5,0,0,0,Labrador Retriever,M,Yes,Half low res-hills/ half iams puppy,Walks x3 per day/ play with 11 year old lab that lives in home
0,5,5,5,5,5,4,5,Labrador Retriever,M,Yes,Purina,"Walk, play,ball"
0,4,5,5,5,5,5,4,Labrador Retriever,M,Yes,Purina,"Walking, playing in fenced in park on slides etc."
0,5,5,5,5,5,3,3,Labrador Retriever,M,Yes,Chicken Soup for the Soul,walking and back yard
0,5,5,5,5,5,3,3,Labrador Retriever,M,Yes,Chicken Soup for the Soul,walking and back yard
0,5,5,4,5,3,0,0,Labrador Retriever,M,Yes,chicken soup puppy and Iams,"walk, play in fenced yard"
0,5,5,4,5,3,0,0,Labrador Retriever,M,Yes,chicken soup puppy and Iams,"walk, play in fenced yard"
0,5,5,5,5,5,5,5,Labrador Retriever,F,Yes,IIams Adult Minichunks,3 mile work once a day; run/play in fenced in area 2x/day
0,4,5,4,5,5,4,2,Labrador Retriever,F,Yes,IAMS puppy chow,Walking 35-40 minutes in the morning; 30 minute walk in afternoon; play exercise outside twice a day for 25-30 minutes; energetic run in fenced in area once a day for 15 minutes; weekly playdate with other GEB pups
0,5,2,5,2,2,0,0,Labrador Retriever,M,Yes,Iams Smart puppy,walking on street
0,5,2,5,2,2,0,0,Labrador Retriever,M,Yes,Iams Smart puppy,walking on street
0,5,5,4,4,3,4,2,Labrador Retriever,M,Yes,Iams Lamb and Rice,"walks, chase ball, play with other dogs"
0,5,5,4,4,3,4,2,Labrador Retriever,M,Yes,Iams Lamb and Rice,"walks, chase ball, play with other dogs"
0,5,4,5,4,4,4,1,Labrador Retriever,M,No,Canidae Lamb and Rice,"walking, running on beach, retrieving ball"
0,5,4,5,4,4,4,1,Labrador Retriever,M,No,Canidae Lamb and Rice,"walking, running on beach, retrieving ball"
0,5,4,5,5,4,4,4,Labrador Retriever,M,Yes,Blue Seal adult,Walks/fetch/swimming
0,5,5,4,5,2,0,0,Labrador Retriever,M,Yes,Iams puppy,Walking / playing in fenced area
0,5,4,4,4,5,4,4,Labrador Retriever,M,Yes,Blue Seal,"walking, playing ball, tug of war"
0,5,4,5,5,5,3,5,Labrador Retriever,F,Yes,Kirkland Signature Lamb,Play Time/Walks
0,5,4,5,5,4,4,4,Labrador Retriever,M,Yes,Nature's Recipe Pure Essentials,"Walking,Toy Play,Play dates"
0,5,5,3,5,4,0,0,Labrador Retriever,M,Yes,Iams Puppy Chow,long walks. play time and puppy dates.
0,5,4,5,5,3,3,5,Labrador Retriever,M,Yes,Iams adult dog food (lamb and rice),"Walking, Play with dog, Play fetch with toys"
0,4,5,5,5,5,4,5,Labrador Retriever,M,Yes,Iams adult dog food,"Walking, fetching ball for play, swimming, play with other dogs"
0,4,4,3,5,3,0,0,Labrador Retriever,M,Yes,Iams puppy chow,"Running, walking, fetch and ball play"
0,3,5,5,5,2,0,0,Labrador Retriever,F,Yes,low res transitioning to IAMs puppy chow,back yard romps/frolicking with our own lab and walks
0,3,5,5,5,2,0,0,Labrador Retriever,F,Yes,low res transitioning to IAMs puppy chow,back yard romps/frolicking with our own lab and walks
0,5,5,5,5,4,5,4,Labrador Retriever,F,Yes,Purina One,"backyard, walking"
0,5,5,5,5,4,5,4,Labrador Retriever,F,Yes,Purina One,"backyard, walking"
0,5,5,5,5,4,5,4,Labrador Retriever,F,Yes,IAMS Lamb & Rice,Walking & Fetch
0,5,5,5,5,4,5,4,Labrador Retriever,F,Yes,IAMS Lamb & Rice,Walking & Fetch
0,5,5,5,5,0,0,0,Labrador Retriever,F,Yes,Iams puppy,"Walks, playing in my large fenced yard"
0,4,5,5,5,5,5,5,Labrador Retriever,F,Yes,Iams,"Walks, fetch, outings, plays with other family and friends dogs"
0,5,5,5,5,4,4,5,Labrador Retriever,F,Yes,Iams adult,Plays in yard. Fetch and with other dogs nicely.
0,4,5,3,5,4,3,3,Labrador Retriever,F,Yes,IAMS,"Walking, ball playing"
0,3,5,3,5,4,3,4,Labrador Retriever,F,Yes,IAMS,Walking
0,5,5,2,5,3,0,0,Labrador Retriever,F,Yes,IAMs puppy,Vanda gets a good amount anywhere from 3 -5 short walks a day plus usually one outing lasting 20 - 30 minutes
0,3,4,5,2,5,3,4,Labrador Retriever,M,Yes,Iams,very energetic after swimming! also leash walks and fetch
0,3,4,5,2,5,3,4,Labrador Retriever,M,Yes,Iams,very energetic after swimming! also leash walks and fetch
0,3,4,4,5,4,0,0,Labrador Retriever,M,Yes,Iams,"walks, fetch, tug of war, occasional hike, name response"
0,3,4,4,5,4,0,0,Labrador Retriever,M,Yes,Iams,"walks, fetch, tug of war, occasional hike, name response"
0,5,4,5,5,4,4,4,Labrador Retriever,M,Yes,Imas lamb and rice,"walks, play with ball, frisbee, toys and other dogs"
0,5,4,5,5,4,4,4,Labrador Retriever,M,Yes,Imas lamb and rice,"walks, play with ball, frisbee, toys and other dogs"
0,5,4,5,5,4,4,4,Labrador Retriever,M,Yes,iams lamb and rince,"walking, training, play ball in back yard, play with other dog"
0,5,4,5,5,4,4,4,Labrador Retriever,M,Yes,iams lamb and rince,"walking, training, play ball in back yard, play with other dog"
0,5,4,2,5,3,0,0,Labrador Retriever,M,Yes,iams puppy,"walks, fetch, tug, dog/dog play"
0,5,4,2,5,3,0,0,Labrador Retriever,M,Yes,iams puppy,"walks, fetch, tug, dog/dog play"
0,5,4,5,5,4,4,2,Labrador Retriever,M,Yes,Iams,"Fetch, running, walks"
0,5,4,5,5,4,4,2,Labrador Retriever,M,Yes,Iams,"Fetch, running, walks"
0,5,5,5,5,4,4,2,Labrador Retriever,M,Yes,Iams,"Fetch, plays with other dogs"
0,5,5,5,5,4,4,2,Labrador Retriever,M,Yes,Iams,"Fetch, plays with other dogs"
0,5,5,5,5,5,0,0,Labrador Retriever,M,Yes,Iams,"Fetch, walks, running"
0,5,5,5,5,5,0,0,Labrador Retriever,M,Yes,Iams,"Fetch, walks, running"
0,5,3,5,5,4,4,5,Labrador Retriever,M,Yes,Iams Adult Lamb and Rice,"walks, fetches, hikes, swam once"
0,5,3,5,5,4,4,5,Labrador Retriever,M,Yes,Iams Adult Lamb and Rice,"walks, fetches, hikes, swam once"
0,5,3,5,4,0,0,0,Labrador Retriever,M,Yes,Iams,"chase ball, walks, hikes, gentle tug"
0,5,3,5,4,0,0,0,Labrador Retriever,M,Yes,Iams,"chase ball, walks, hikes, gentle tug"
0,5,4,5,5,4,4,5,Labrador Retriever,M,Yes,Iams Lamb and Rice Adult,"walk/hike, ball toss/fetch frisbee, gentle tug"
0,5,4,5,5,4,4,5,Labrador Retriever,M,Yes,Iams Lamb and Rice Adult,"walk/hike, ball toss/fetch frisbee, gentle tug"
0,5,4,4,5,3,0,0,Labrador Retriever,M,Yes,Iams puppy,"walks, tug, fetch, other dogs"
0,5,5,5,5,4,4,4,Labrador Retriever,M,Yes,euka nuva large breed puppy food,"walks, indoor play, outdoor play, training"
0,4,4,5,5,4,3,3,Labrador Retriever,M,Yes,nutromax,walking/ playing
0,5,5,5,4,4,0,0,German Shepherd,F,Yes,Iams puppy chow,"plays with my other dogs, ball, walks at the rec"
0,5,5,5,4,4,0,0,German Shepherd,F,Yes,Iams puppy chow,"plays with my other dogs, ball, walks at the rec"
0,5,5,5,4,4,0,0,German Shepherd,F,Yes,Iams puppy chow,"plays with my other dogs, ball, walks at the rec"
0,3,2,5,3,2,3,5,German Shepherd,F,Yes,Great life Duck,"2 play dates a week, daily frisbee chasing, walks"
0,3,2,5,3,2,3,5,German Shepherd,F,Yes,Great life Duck,"2 play dates a week, daily frisbee chasing, walks"
0,3,2,5,3,2,3,5,German Shepherd,F,Yes,Great life Duck,"2 play dates a week, daily frisbee chasing, walks"
0,3,3,5,5,4,4,5,German Shepherd,F,Yes,evangers fish and sweet pot until July 1,"walks, outings, frisbee"
0,3,3,5,5,4,4,5,German Shepherd,F,Yes,evangers fish and sweet pot until July 1,"walks, outings, frisbee"
0,3,3,5,5,4,4,5,German Shepherd,F,Yes,evangers fish and sweet pot until July 1,"walks, outings, frisbee"
0,5,3,4,1,4,0,0,Labrador Retriever,F,Yes,IAMS,Walks 3-4 miles per day. Play in yard on long leash. Practices on stairs
0,5,4,4,2,4,3,2,Labrador Retriever,F,Yes,IAMS,"Walks, Ball, Tug"
0,5,4,5,5,4,3,2,Labrador Retriever,F,Yes,IAMS,"Walks, Ball toss"
0,5,4,4,4,4,4,4,Labrador Retriever,F,Yes,Iams,"Walk, chase, tug"
0,5,4,4,4,4,4,4,Labrador Retriever,F,Yes,Iams,"Walk, chase, tug"
0,5,4,4,4,4,4,4,Labrador Retriever,F,Yes,Iams,"Walk, chase, tug"
0,5,4,3,4,4,0,0,Labrador Retriever,F,Yes,Iams smart puppy,"Walk, play"
0,5,4,3,4,4,0,0,Labrador Retriever,F,Yes,Iams smart puppy,"Walk, play"
0,5,4,3,4,4,0,0,Labrador Retriever,F,Yes,Iams smart puppy,"Walk, play"
0,5,5,4,5,4,5,4,Labrador Retriever,F,Yes,Rams Green (Chicken),Very low energy compared to other dogs I have raised.
0,5,5,4,5,4,5,4,Labrador Retriever,F,Yes,Rams Green (Chicken),Very low energy compared to other dogs I have raised.
0,5,5,4,5,4,5,4,Labrador Retriever,F,Yes,Rams Green (Chicken),Very low energy compared to other dogs I have raised.
0,4,3,3,4,3,0,0,Labrador Retriever,F,Yes,Transitioning to Iams lamb from Iams Puppy,walking/chasing ball/sometimes puppy playgroup
0,4,3,3,4,3,0,0,Labrador Retriever,F,Yes,Transitioning to Iams lamb from Iams Puppy,walking/chasing ball/sometimes puppy playgroup
0,4,3,3,4,3,0,0,Labrador Retriever,F,Yes,Transitioning to Iams lamb from Iams Puppy,walking/chasing ball/sometimes puppy playgroup
0,5,4,5,5,3,0,0,Labrador Retriever,F,Yes,Iams Chicken,"Walking  2 miles, frisbee, ball"
0,5,4,5,5,3,0,0,Labrador Retriever,F,Yes,Iams Chicken,"Walking  2 miles, frisbee, ball"
0,5,4,5,5,3,0,0,Labrador Retriever,F,Yes,Iams Chicken,"Walking  2 miles, frisbee, ball"
0,4,5,5,5,5,4,5,Labrador Retriever,F,Yes,Iams Chicken,"Walking, frisbee, ball playing"
0,4,5,5,5,5,4,5,Labrador Retriever,F,Yes,Iams Chicken,"Walking, frisbee, ball playing"
0,4,5,5,5,5,4,5,Labrador Retriever,F,Yes,Iams Chicken,"Walking, frisbee, ball playing"
0,4,4,5,5,3,4,4,Labrador Retriever,F,Yes,Iams (Green Bag) Main ingredient chicken seems to agree better than lamb and rice,"Walking 2-3 miles/day, ball and frisbee, and tug of war"
0,4,4,5,5,3,4,4,Labrador Retriever,F,Yes,Iams (Green Bag) Main ingredient chicken seems to agree better than lamb and rice,"Walking 2-3 miles/day, ball and frisbee, and tug of war"
0,4,4,5,5,3,4,4,Labrador Retriever,F,Yes,Iams (Green Bag) Main ingredient chicken seems to agree better than lamb and rice,"Walking 2-3 miles/day, ball and frisbee, and tug of war"
0,5,5,5,5,5,5,4,Labrador Retriever,F,Yes,IAMs,Walking and playing
0,5,5,5,5,5,5,4,Labrador Retriever,F,Yes,IAMs,Walking and playing
0,5,5,5,5,5,5,4,Labrador Retriever,F,Yes,IAMs,Walking and playing
0,5,5,5,5,3,0,0,Labrador Retriever,F,Yes,IAMS Puppy,I enjoy Nalani tremendously. She is a good fit for our lifestyle.  Nalani entertains herself with her comfort toys and bones when she wakes up in her crate and waits patiently for us to get up and/or let her out.  She is walking very well on the lead (las
0,5,5,5,5,3,0,0,Labrador Retriever,F,Yes,IAMS Puppy,I enjoy Nalani tremendously. She is a good fit for our lifestyle.  Nalani entertains herself with her comfort toys and bones when she wakes up in her crate and waits patiently for us to get up and/or let her out.  She is walking very well on the lead (las
0,5,5,5,5,3,0,0,Labrador Retriever,F,Yes,IAMS Puppy,I enjoy Nalani tremendously. She is a good fit for our lifestyle.  Nalani entertains herself with her comfort toys and bones when she wakes up in her crate and waits patiently for us to get up and/or let her out.  She is walking very well on the lead (las
0,5,5,4,5,4,5,5,Labrador Retriever,F,Yes,IAMs,walking; playing
0,5,5,4,5,4,5,5,Labrador Retriever,F,Yes,IAMs,walking; playing
0,5,5,4,5,4,5,5,Labrador Retriever,F,Yes,IAMs,walking; playing
0,5,5,3,5,1,0,0,Labrador Retriever,F,Yes,IAMS Puppy,"Play, chasing a ball, walking"
0,1,5,4,5,5,3,3,Labrador Retriever,F,Yes,iams Smart Puppy Large Breed,Walking
0,5,5,5,5,4,4,5,Labrador Retriever,F,Yes,iams,"Walk, run, ball"
0,5,4,4,4,1,0,0,Labrador Retriever,M,Yes,"1/2 low residue, 1/2 Iams puppy","neighborhood walks 3-4 times daily, excursions 2 times weekly"
0,5,4,4,4,1,0,0,Labrador Retriever,M,Yes,"1/2 low residue, 1/2 Iams puppy","neighborhood walks 3-4 times daily, excursions 2 times weekly"
0,5,5,5,5,2,3,2,Labrador Retriever,M,Yes,Iams adult Chunks,daily walks
0,5,5,5,5,2,3,2,Labrador Retriever,M,Yes,Iams adult Chunks,daily walks
0,4,4,4,5,3,0,0,Labrador Retriever,F,Yes,Low Residue - Iams & Iams puppy chow,walking & playing
0,5,5,5,5,5,4,4,Labrador Retriever,F,Yes,Iams Lamb & Rice,walking
0,5,5,5,5,4,4,5,Labrador Retriever,F,Yes,Iams Lamb & Rice,walking 2+ miles a day
0,5,5,4,5,3,0,0,Labrador Retriever,F,Yes,Purina Puppy  Chow,"walks, play with other dogs"
0,5,5,4,5,3,0,0,Labrador Retriever,F,Yes,Purina Puppy  Chow,"walks, play with other dogs"
0,5,5,4,5,3,0,0,Labrador Retriever,F,Yes,Purina Puppy  Chow,"walks, play with other dogs"
0,4,3,5,4,3,0,0,Labrador Retriever,F,Yes,Iam's low residue/Blue Buffalo puppy chow,Walking 3X/day.
0,4,3,5,4,3,0,0,Labrador Retriever,F,Yes,Iam's low residue/Blue Buffalo puppy chow,Walking 3X/day.
0,5,5,4,5,5,3,4,Labrador Retriever,F,Yes,Blue Buffalo,Walking
0,5,5,4,5,5,3,4,Labrador Retriever,F,Yes,Blue Buffalo,Walking
0,5,4,4,4,4,3,4,Labrador Retriever,F,Yes,Blue Buffalo,2-3 walks per day. Longest about 1 1/2 miles.
0,5,4,4,4,4,3,4,Labrador Retriever,F,Yes,Blue Buffalo,2-3 walks per day. Longest about 1 1/2 miles.
0,5,5,5,5,4,0,0,Labrador Retriever,F,Yes,Iams puppy chow,Several walks daily. Occasional run in back yard
0,4,5,4,5,5,4,4,Labrador Retriever,F,Yes,Science Diet Lamb and Rice,"walks, play"
0,4,5,4,5,5,4,4,Labrador Retriever,F,Yes,Science Diet Lamb and Rice,"walks, play"
0,4,4,2,4,3,0,0,Labrador Retriever,F,Yes,science diet,daily walk and play time in house
0,4,4,2,4,3,0,0,Labrador Retriever,F,Yes,science diet,daily walk and play time in house
0,4,4,4,5,5,4,3,Labrador Retriever,F,Yes,Science Diet Lamb and Rice,"Walks at least daily, running in fenced yard"
0,4,4,4,5,5,4,3,Labrador Retriever,F,Yes,Science Diet Lamb and Rice,"Walks at least daily, running in fenced yard"
0,4,5,4,5,4,4,1,Labrador Retriever,F,Yes,Iams,Walking Running Hiking
0,5,5,3,4,4,0,0,Labrador Retriever,F,Yes,Iams,"Walks, Hikes and runs at the park"
0,4,3,5,5,4,2,3,Labrador Retriever,F,Yes,Iams,"high energy: running, fetching, play w/ other dogs"
0,4,3,5,5,4,2,3,Labrador Retriever,F,Yes,Iams,"high energy: running, fetching, play w/ other dogs"
0,5,5,5,3,5,3,3,Labrador Retriever,F,Yes,Iams,"walks, fetch"
0,5,5,5,3,5,3,3,Labrador Retriever,F,Yes,Iams,"walks, fetch"
0,4,3,5,5,3,3,3,Labrador Retriever,F,Yes,Iams Adult,Walking/Running
0,4,3,5,5,3,3,3,Labrador Retriever,F,Yes,Iams Adult,Walking/Running
0,3,5,5,5,3,0,0,Labrador Retriever,F,Yes,Iams Low Res/Iams Puppy Chow,Dog Walks
0,3,5,5,5,3,0,0,Labrador Retriever,F,Yes,Iams Low Res/Iams Puppy Chow,Dog Walks
0,5,5,5,5,4,5,4,Labrador Retriever,F,Yes,Rams Adult Lamb & Rice,Mainly walking; 2-3 miles/day
0,5,5,5,5,4,5,4,Labrador Retriever,F,Yes,Rams Adult Lamb & Rice,Mainly walking; 2-3 miles/day
0,5,5,5,5,5,4,4,Labrador Retriever,F,Yes,Iams adult,"walks, romping in fenced in yard with other family dogs"
0,5,5,5,5,5,4,4,Labrador Retriever,F,Yes,Iams adult,"walks, romping in fenced in yard with other family dogs"
0,5,5,5,4,3,0,0,Labrador Retriever,F,Yes,iams puppy,"daily walks, running in backyard with other dogs"
0,5,5,5,4,3,0,0,Labrador Retriever,F,Yes,iams puppy,"daily walks, running in backyard with other dogs"
0,5,5,3,5,4,0,0,Labrador Retriever,F,Yes,Iams,Short walks
0,5,5,3,5,4,0,0,Labrador Retriever,F,Yes,Iams,Short walks
0,5,5,4,5,5,4,4,Labrador Retriever,F,Yes,Iams,"walking, fetch"
0,5,5,4,5,5,4,4,Labrador Retriever,F,Yes,Iams,"walking, fetch"
0,5,5,5,0,5,4,3,Labrador Retriever,F,Yes,Iams,"walk, frisbee"
0,5,5,5,0,5,4,3,Labrador Retriever,F,Yes,Iams,"walk, frisbee"
0,4,5,5,5,4,4,5,Labrador Retriever,M,Yes,Iams,"play rope outside in morning apprx 20 min.  He comes to work with me everyday.  We walk at lunch a minimum of 20 - 30 mins,  Walks at night with us. Does a lot of walking at work. Weekends he gets more exercise"
0,5,5,4,5,4,0,0,Labrador Retriever,M,Yes,Iams,"walk, ball, retrieve, tug of war, run around yard"
0,4,5,4,0,4,0,0,Labrador Retriever,M,Yes,Iam,"walk, ball, retrieve, tug of war, run around yard"
0,4,5,4,4,4,2,4,Labrador Retriever,F,Yes,Iams lamb and rice,"Fetch, walks, running in back yard"
0,3,5,4,4,4,3,3,Labrador Retriever,F,Yes,Iams lamb and rice,"Walks, runs, fetch"
0,5,4,4,5,4,0,0,Labrador Retriever,F,Yes,Iams large breed,"Walks, running on a long line, playing with other dogs"
0,5,4,4,5,4,0,0,Labrador Retriever,F,Yes,Iams large breed,"Walks, running on a long line, playing with other dogs"
0,5,4,4,5,4,0,0,Labrador Retriever,F,Yes,Iams large breed,"Walks, running on a long line, playing with other dogs"
0,5,5,5,4,4,0,0,Labrador Retriever,M,Yes,Diamond,"walking, retrieving, playing with dogs/kids"
0,5,5,5,4,4,0,0,Labrador Retriever,M,Yes,Diamond,"walking, retrieving, playing with dogs/kids"
0,5,5,5,4,4,0,0,Labrador Retriever,M,Yes,Diamond,"walking, retrieving, playing with dogs/kids"
0,5,5,5,4,4,0,0,Labrador Retriever,M,Yes,Diamond,"walking, retrieving, playing with dogs/kids"
0,3,5,5,5,5,5,5,Labrador Retriever,M,Yes,Diamond,just walking
0,3,5,5,5,5,5,5,Labrador Retriever,M,Yes,Diamond,just walking
0,3,5,5,5,5,5,5,Labrador Retriever,M,Yes,Diamond,just walking
0,3,5,5,5,5,5,5,Labrador Retriever,M,Yes,Diamond,just walking
0,0,5,5,5,3,0,0,Labrador Retriever,M,Yes,blue buffalo,"fetch in the yard, walking"
0,5,0,5,4,4,3,4,Labrador Retriever,M,Yes,blue buffalo,walking/running for fetch
0,4,4,5,4,4,0,0,German Shepherd,M,Yes,iams,"playing with the frisbee, walking on the street, and our outings once a day"
0,4,4,5,4,4,0,0,German Shepherd,M,Yes,iams,"playing with the frisbee, walking on the street, and our outings once a day"
0,4,4,5,4,4,0,0,German Shepherd,M,Yes,iams,"playing with the frisbee, walking on the street, and our outings once a day"
0,5,5,5,5,4,0,0,Labrador Retriever,M,Yes,kibbles n'bits,"playing, running"
0,5,5,5,5,4,4,5,Labrador Retriever,F,Yes,Iams,"walks, ball/frisbee playing, playing with other dogs"
0,5,5,5,5,4,4,5,Labrador Retriever,F,Yes,Iams,"walks, ball/frisbee playing, playing with other dogs"
0,5,5,5,5,3,0,0,Labrador Retriever,F,Yes,Iams,"Walking, retrieving, playing with our other dogs"
0,5,5,5,5,3,0,0,Labrador Retriever,F,Yes,Iams,"Walking, retrieving, playing with our other dogs"
0,5,5,5,3,4,0,0,Labrador Retriever,M,Yes,Iams,Walks and plays fetch with toys
0,5,5,5,3,4,0,0,Labrador Retriever,M,Yes,Iams,Walks and plays fetch with toys
0,5,5,5,5,5,4,4,Labrador Retriever,M,Yes,Iams Lamb and Rice,"Walks, runs, and fetch with toys"
0,5,5,5,5,5,4,4,Labrador Retriever,M,Yes,Iams Lamb and Rice,"Walks, runs, and fetch with toys"
1,5,3,5,4,3,3,5,Labrador Retriever,M,Yes,iams,walking/soccer/play dates
1,5,3,5,4,3,3,5,Labrador Retriever,M,Yes,iams,walking/soccer/play dates
1,5,4,5,3,3,0,0,Labrador Retriever,M,Yes,iams,play dates & walks
1,5,4,5,3,3,0,0,Labrador Retriever,M,Yes,iams,play dates & walks
0,5,5,4,5,4,4,4,Labrador Retriever,F,Yes,Iams,"walks, chase and retrieve ball"
0,5,5,4,5,4,4,4,Labrador Retriever,F,Yes,Iams,"walks, chase and retrieve ball"
0,5,4,3,5,4,0,0,Labrador Retriever,F,Yes,Iams,"walks, chase and retrieve ball"
0,5,4,3,5,4,0,0,Labrador Retriever,F,Yes,Iams,"walks, chase and retrieve ball"
1,5,5,4,5,4,0,0,German Shepherd,M,Yes,Iams dog food,Two walks a day and frisbee play
1,5,5,4,5,4,0,0,German Shepherd,M,Yes,Iams dog food,Two walks a day and frisbee play
1,5,5,4,5,4,0,0,German Shepherd,M,Yes,Iams dog food,Two walks a day and frisbee play
1,4,4,5,4,5,0,4,German Shepherd,M,Yes,Iams,Walks and frisbee
1,4,4,5,4,5,0,4,German Shepherd,M,Yes,Iams,Walks and frisbee
1,4,4,5,4,5,0,4,German Shepherd,M,Yes,Iams,Walks and frisbee
0,5,5,5,5,4,0,0,Labrador Retriever,F,Yes,Hills pet nutrition,Walking/ playing in yard
0,5,5,5,5,4,4,3,Labrador Retriever,F,Yes,Hill's Pet Nutrition,Walks and playing outside
0,5,3,4,5,3,2,5,Labrador Retriever,M,Yes,Iam's lamb and rice,Walks and fetch and go run
0,3,5,5,5,4,0,0,Labrador Retriever,M,Yes,Iam's,"walking, playing, running"
0,3,4,5,4,5,4,5,Labrador Retriever,F,Yes,U.S. Grain's Regal Active Bites,"tug-o-war, plays with other family dogs and walks"
0,3,4,5,4,5,4,5,Labrador Retriever,F,Yes,U.S. Grain's Regal Active Bites,"tug-o-war, plays with other family dogs and walks"
0,3,4,5,4,5,4,5,Labrador Retriever,F,Yes,U.S. Grain's Regal Active Bites,"tug-o-war, plays with other family dogs and walks"
0,4,4,5,5,4,0,0,Labrador Retriever,F,Yes,U.S. Grain's Regal Active Bites (All Natural Dog Food),"Tug, Chase balls or other dogs in yard, Walks"
0,4,4,5,5,4,0,0,Labrador Retriever,F,Yes,U.S. Grain's Regal Active Bites (All Natural Dog Food),"Tug, Chase balls or other dogs in yard, Walks"
0,4,4,5,5,4,0,0,Labrador Retriever,F,Yes,U.S. Grain's Regal Active Bites (All Natural Dog Food),"Tug, Chase balls or other dogs in yard, Walks"
0,5,5,4,5,4,4,4,Labrador Retriever,F,Yes,Eukanuba,Walking/Running/Playing
0,5,5,4,5,4,4,4,Labrador Retriever,F,Yes,Eukanuba,Walking/Running/Playing
0,5,5,4,5,4,0,0,Labrador Retriever,F,Yes,Eukanuba Excel,"Walking, Hiking, Playing, Swimming"
0,5,5,4,5,4,0,0,Labrador Retriever,F,Yes,Eukanuba Excel,"Walking, Hiking, Playing, Swimming"
0,5,5,5,5,5,5,5,Labrador Retriever,F,Yes,Iams,"Walks, fetch, playing with other dogs"
0,5,5,5,5,5,5,5,Labrador Retriever,F,Yes,Iams,"Walks, fetch, playing with other dogs"
0,5,5,5,5,5,5,5,Labrador Retriever,F,Yes,Iams,"Walks, fetch, playing with other dogs"
