Breed,Color,Sex,RaiserState,GoodAppetite,FoodType,ExerciseType,GeneralComments,dog_SubStatusCode
Labrador Retriever,Yellow,F,NY,Yes,Iams Puppy Chow,"Running/playing with other dogs, walking, playing with toys, going on outings","Jewel is a sweet and spirited girl. She is doing well in a house with a lot of dogs, as it is giving her an outlet for her extra energy. However, she calms down well once she is away from other dogs and is a smart girl. She is pretty bold and confident with the exception of stairs. She responds better to body language than verbal cues and definitely needs to continue to work on her listening skills. Overall she is a really fun girl to work with and I have high hopes for her future.",0
Labrador Retriever,Yellow,M,CT,Yes,Science Puppy Large Breed,"walks, playtime with 2 other pet dogs inside and out","Jester is a wonderful little guy! He's very high energy and curious about things. He learns things quickly, but we're working on duration. He's been great with people of all ages, and is getting better about not jumping on them when greeting them. He loves going in the car and the outings to different towns, schools, farms,the library and the post office. The biggest challenge for me  is the play biting that occurs with our other 2 dogs--it's pretty constant and I have to intervene quite a bit, but other than that, he's been a fantastic puppy!",0
Labrador Retriever,Yellow,F,VA,Yes,Iams Large Breed Adult,Walking/playing in yard,Jiffy recently came to us from another raiser.  I wasn't sure how to answer the home switch question.,0
Labrador Retriever,Yellow,F,VA,Yes,Iams Large Breed Adult,Walking/playing in yard,Jiffy recently came to us from another raiser.  I wasn't sure how to answer the home switch question.,0
Labrador Retriever,Yellow,F,VA,Yes,Iams Large Breed Adult,Walking/playing in yard,Jiffy recently came to us from another raiser.  I wasn't sure how to answer the home switch question.,0
Labrador Retriever,Yellow,F,VA,Yes,Iams Large Breed Adult,Walking/playing in yard,Jiffy recently came to us from another raiser.  I wasn't sure how to answer the home switch question.,0
Labrador Retriever,Black,M,NC,Yes,Hills Lg Breed Puppy,"Walks, tug","Smart dog who picks up commands quickly and has been mostly easy to work with. Very calm, affectionate and well behaved in normal situations.",0
Labrador Retriever,Black/tan,M,NY,Yes,For Health - puppy,"Walk, fetch, run, play",We have made great strides in the biting department - he came biting our hands and feet constantly.  Started barking out of frustration when redirected.  At this point much less biting and plays with his toys more. When in the green zone he is excellent with commands and loose leash walking.  Excellent out in parking lots and garden center at Lowe's.  Footing - no problems.  Very confident puppy!,0
Labrador Retriever,Yellow,M,NC,Yes,purina,"walk, hike","Henry is a very quick learner. There isn't much that he has been having trouble with other than some house manners. He does great out in public and with people, children, and animals.",0
Labrador Retriever,Yellow,M,NC,Yes,purina,"walk, hike","Henry is a very quick learner. There isn't much that he has been having trouble with other than some house manners. He does great out in public and with people, children, and animals.",0
Labrador Retriever,Yellow,F,NH,Yes,science diet puppy food,walks and free play in fenced in yard,Love this little girl. She is smart and full of sass! Responsive and quick to learn all in all a joy to have the pleasure to know and train.,0
Labrador Retriever,Black/tan,F,VA,Yes,Iams,walks. play.,,0
Labrador Retriever,Yellow,F,NY,Yes,Canidae All  LIfe Stages,"Walks, romping in fenced yard, fetch, ball, training games, play with older house dog","Heloise is a joy to raise!  She is sweet, spunky, confident and curious.  She is wonderful to have around the house, loves to cuddle, truly enjoys learning new things and practicing her skill, and has a wonderful time going on ""adventures"" throughout our community.  Thank you so much for the privilege of raising her!!",0
Labrador Retriever,Black,F,NY,Yes,Iams,"Daily walking, running",Hara is advancing in skills and has lovely house manners.,0
Labrador Retriever,Black,M,CT,Yes,Science Diet,"daily walks, plays in back yard",,0
Labrador Retriever,Black,M,CT,Yes,Evangers,"walks, play outside/inside","Iverson has been outstanding since day one.  He was housebroken very quickly.  From his first day with us, he scored a 10 out of 10 for name response (high praise to those people who worked with him before he came to us!)  He rides beautifully in the car.  So far we have not experienced any destructive behavior.  In new situations or experiences he can appear cautious.  In these situations he tends to quiet down rather than show anxious signs like scratching, tongue flicking, etc. A one year old GEB pup has recently joined our home and has been a wonderful aid in Iverson's confidence.  At the same time, Iverson has not taken on any of his bad habits such as barking and other social skills.  Iverson is extremely food motivated and eager to learn and to please.  He is a very happy and easy puppy and a 100% pleasure to have in our home.",0
Labrador Retriever,Black,F,MA,Yes,Iams Puppy,"Walks, play, running in yard","Indigo is doing great in many ways. She learns quickly and she's fun and cuddly. Her primary issue is with the biting. She'll suddenly get into a mood where she bites and jumps relentlessly. She draws blood, rips clothing. If I'm home, I kennel her for a few minutes to reset her mood. When it happens on a walk, it can be very difficult to control.",0
Labrador Retriever,Black,F,MA,Yes,Iams Puppy,"Walks, play, running in yard","Indigo is doing great in many ways. She learns quickly and she's fun and cuddly. Her primary issue is with the biting. She'll suddenly get into a mood where she bites and jumps relentlessly. She draws blood, rips clothing. If I'm home, I kennel her for a few minutes to reset her mood. When it happens on a walk, it can be very difficult to control.",0
Labrador Retriever,Black,F,MA,Yes,Iams Puppy,"Walks, play, running in yard","Indigo is doing great in many ways. She learns quickly and she's fun and cuddly. Her primary issue is with the biting. She'll suddenly get into a mood where she bites and jumps relentlessly. She draws blood, rips clothing. If I'm home, I kennel her for a few minutes to reset her mood. When it happens on a walk, it can be very difficult to control.",0
Labrador Retriever,Black,M,MA,Yes,Iams,"walking, fetch","Irving is doing well, improving in lots of areas. He is quite exuberant and learns quickly. Very sweet and friendly. Some minor issues of front feet touching furniture when he is excited. Need to structure his time in the home so that he stays calm.",0
Labrador Retriever,Yellow,F,NY,Yes,Iams Lamb and Rice,Play / Walks / Outings,,0
Labrador Retriever,Black,M,NY,Yes,Iams puppy,"walks, play with other dogs",,0
Labrador Retriever,Black,M,NH,Yes,Natural Balance Puppy,Walks / Retrieve,Gary  has settled into a nice routine.  He can become active but can calm down really easily.  He barked in his crate initially but does not do that any longer. Gary was very mouthy and bitey initially but is doing a great job at finding a bone or toy to chew on.  He plays very nice with our lab Grover.  He does not pick up things off the ground when going for a walk which is great. He can be bouncy and jumpy. So we are working on keeping all 4 paws on the ground and keeping things out of reach. He can demand bark when he wants something. It is usually out of frustration.  Gary is smart and likes to work.  He is a joy to have.  Michelle,0
Labrador Retriever,Black,M,NH,Yes,Natural Balance Puppy,Walks / Retrieve,Gary  has settled into a nice routine.  He can become active but can calm down really easily.  He barked in his crate initially but does not do that any longer. Gary was very mouthy and bitey initially but is doing a great job at finding a bone or toy to chew on.  He plays very nice with our lab Grover.  He does not pick up things off the ground when going for a walk which is great. He can be bouncy and jumpy. So we are working on keeping all 4 paws on the ground and keeping things out of reach. He can demand bark when he wants something. It is usually out of frustration.  Gary is smart and likes to work.  He is a joy to have.  Michelle,0
Labrador Retriever,Black,F,MA,Yes,Science diet puupy/LG breed,"walks,playing in backyard","I am going to need help with the barking, and she just started growling when playing with her toys, and when she gets really excited out back when we play, she will start growing as well.  It's not always when she is tired.  I have been putting her in the kennel when she does this. I have never come across a growler or a barker in the 6 years I have with GEB...A time out seems to help...not sure that's the answer though.Thank you.",0
